"text","word_scores","compound","pos","neu","neg","but_count"
"Today, America looked into the abyss created by Donald Trump and my fervent hope is that even his enablers will now finally draw back in horror. And that today will serve as the beginning of healing our democracy.","{0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1.1, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.318,0.157,0.761,0.083,0
"President-elect Biden has assembled not only an â€œAâ€ team to lead his climate agenda forward, but an â€œA+â€ team! Each appointee is ready on Day 1 to take on the urgent, existential threat of the climate crisis, while creating millions of new jobs &amp; protecting frontline communities.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, -3.6, 0, 0, 0, -4.65, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0}",-0.648,0.136,0.691,0.173,1
"This Monday, @JoeBiden will be ratified as ourÂ nextÂ president. We have a long journey ahead, but this isÂ an opportunityÂ to reclaim Americaâ€™s leadership position in the world.Â I share my reasons for optimism in theÂ @nytimes today: https://t.co/DQvtJUscsl","{0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 3.75, 0, 0, 0, 0, 0}",0.834,0.193,0.807,0,1
"Five years ago today, 195 countries and the European Union gathered to adopt the Paris Agreement, an unprecedented act of global cooperation to tackle the climate crisis. Here are my reflections on our progress, and where we can go from here. https://t.co/kHHHVyspn4","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.155,0.763,0.082,0
"This is big. The UK is leading and proving that itâ€™s serious about achieving its ambitious goal to cut emissions by 68% by 2030. Other countries should stop financing dirty fossil fuels of the past and tap into clean energy markets of the future. https://t.co/H7hb9gPzBF","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 2.1, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 1.1, 0, 0, 0, 0, 0}",0.103,0.145,0.699,0.156,0
"I stand with the UK @COP26 Presidency in calling on countries to increase climate ambition and commit to protecting our planet. This is the moment to act.  Join us: https://t.co/VHzL4vxauS #COP26 #TogetherforourPlanet https://t.co/e2TlwXDPK2","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0}",0.691,0.183,0.817,0,0
"Huge win for the campaign to #divest from dirty fossil fuels today. With over $226 billion in assets, NY's pension fund will drop its oil and gas investments. Clean energy is in, dirty oil is on the way out. Great read from @billmckibben. https://t.co/V7Sfd5C5M3","{1.3, 2.8, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 1.7, 1.1, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0}",0.832,0.28,0.587,0.133,0
"Brian Deese is a first-rate choice to lead the National Economic Council, ensuring that climate remains at the center of the Biden economic agenda. Brian has proven to be strategic and effective at solving big problems with big solutions. He has my enthusiastic support.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 1.4, 0, -1.7, 0, 0, 0.7, 0, 0, 0, 2.2, 1.7}",0.889,0.277,0.674,0.049,0
"Global temps continue to rise at an alarming rate, and nowhere is this more frightening than in the Arctic, where the temperature is 12 degrees F warmer than average, over an area twice the size of the U.S. This a climate emergency. https://t.co/oG71eFDVJc","{0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, -2.493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0}",-0.659,0.045,0.799,0.156,0
"A superb choice by President-elect @JoeBiden of @JohnKerry as Climate Envoy. Kerryâ€™s experience and passion are exactly what we need to restore American leadership abroad and repair the alliances that are crucial to solving the climate crisis.","{0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, -3.1}",0.765,0.245,0.669,0.086,0
"Proud that @ClimateTRACE has been recognized in @TIMEâ€™s  #TIMEBestInventions List! See how weâ€™re using #artificialintelligence and machine learning to trace global GHG emissions in real time! https://t.co/WhVOzRlDlr","{2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.57,0.124,0.876,0,0
"Today marks the beginning of a new commitment to self-government by, of and for all of our people. Hereâ€™s my statement on @JoeBidenâ€™s Presidential Election Victory. https://t.co/uRTW9oLSRi https://t.co/uMghPsquAy","{0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.088,0.912,0,0
"In America, no one person or political party can alter the unassailable principle that the rule of law prevails. Every vote must be counted in this election, and the will of the American people will determine the outcome. We must remain calm. Democracy will win the day.","{0, 0, -1.2, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 2.8, 0, 0}",0.765,0.163,0.796,0.041,0
"The climate crisis is on the ballot. With wildfires raging and hurricanes pummeling our coasts, @JoeBiden has the right plan to urgently address the crisis and seize the benefits of the Sustainability Revolution. Join me in being a climate voter: https://t.co/rd8n0q57Q2","{0, 0, -3.1, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 1.6, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0}",-0.832,0.092,0.687,0.221,0
"Iâ€™m looking forward to talking to @elliegoulding about why a vote for @joebiden is a vote for protecting our climate. Join us for a #TeamJoeTalks on Instagram Live today at 12:30 PM ET. https://t.co/UmVSIg2Zab https://t.co/kuDnnHRL8C","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.061,0.939,0,0
"South Koreaâ€™s commitment to carbon neutrality by 2050 is the latest in a series of dramatic recent announcements by China, Japan &amp; the EU. We have reached the political tipping point for global climate action. Now it's up to the US to lead starting Nov. 3. https://t.co/rT8OcI3Dx5","{0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.082,0.918,0,0
"Japan â€“ the worldâ€™s 3rd largest economy â€“ has committed to carbon neutrality by 2050. I applaud PM Yoshihide Suga for his leadership, along with Minister Koizumi, in setting this target. Major countries can achieve ambitious climate goals by seizing clean solutions available now.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 1.7, 0.7, 0, 0}",0.891,0.244,0.756,0,0
"Weâ€™re at an inflection point. For our future. For our world. And we need everyone to get involved. I'll be joining #YourVoteYourWorld with @ClimateReality, @EarthDayNetwork, &amp; @HipHopCaucus on October 24 to show how we can make a difference this election.
https://t.co/PCVlAS5CkJ https://t.co/7nHsCENEew","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"I am now live, sharing a meal with @carlahall and Jayna Green, the winner of the 2020 @4h Youth In Action Pillar Award for Agriculture. We are going to discuss why food justice matters at this important time. Tune in here: https://t.co/579sW5yybP https://t.co/zJeBi2bKdr","{0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0.1, 0, 0, 0.8, 0, 0, 0, 0, 0, 0}",0.937,0.307,0.693,0,0
"Tomorrow, on October 22, I want to invite you to share a meal with @carlahall &amp; Jayna Green, the winner of the 2020 @4h Youth In Action Pillar Award for Agriculture. We will be cooking &amp; discussing why food justice matters. Tune in live here at 4:30pm ET: https://t.co/msQujH569w https://t.co/Uo8TPTJMru","{0, 0, 0, 0, 0, 0.3, 0, 0.6, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.931,0.282,0.718,0,0
"I am now live, sharing a meal with @marcuscooks and @gilliardfarms. Join us and learn more about how ingredients harvested from regenerative agriculture can be brought home to your table! Link here: https://t.co/JWUMmQnAQr https://t.co/uxa3PgXDNl","{0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.648,0.142,0.858,0,0
"Tomorrow, on October 20th, I want to invite you to share a meal with @marcuscooks and @GilliardFarms, and see how food harvested from regenerative agriculture can be brought into your kitchen. Tune in live here at 5:30 PM ET: https://t.co/rLSbwR5nSd https://t.co/avWft6CcVW","{0, 0, 0, 0, 0, 0.3, 0, 0.6, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.477,0.118,0.882,0,0
"Soon, @MarcusCooks &amp; @carlahall will join our #ClimateUnderground conference for â€œshare a mealâ€ demonstrations of how ingredients harvested from regenerative agriculture practices can be brought to your tables AND help make communities healthier. Join us: https://t.co/rLSbwR5nSd https://t.co/u2OszmfZGk","{0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 1.2, 0, 0, 0}",0.727,0.173,0.827,0,0
"Join me in supporting @Evangelicals4JB. Joe Biden is a man of character and faith, committed to protecting our planet for future generations. EFB has succeeded in winning back key voters who share that mission. https://t.co/4K8f4mPp8T","{1.2, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 2.4, 0, 0, 0, 0, 1.2, 0, 0, 0}",0.947,0.397,0.603,0,0
"We have the power to shape our future, but we need every voter to make it happen. I'll be joining my friend @GinaNRDC from @nrdc_af to talk about what's at stake in this election and how we can all can make a difference. Tune in tonight at 7 PM ET here: https://t.co/ldVXPcqbbK https://t.co/187cLLbzhj","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.649,0.076,0.924,0,1
"What a deserving choice for a MacArthur â€œgenius grant"" in my friend &amp; @ClimateReality board member Catherine Flowers. By exposing inadequate water sanitation in Lowndes Co, AL, she revealed the pain of environmental racism in America. Congrats, Catherine! https://t.co/9xOytut8Tw","{0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, -1.1, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, -3.1, 0, 0, 2.4, 0, 0}",-0.525,0.17,0.597,0.233,0
"Good for Chris Wallace for asking serious and well-researched questions about the climate crisis in tonightâ€™s debate. Millions of Americans are feeling the impacts today. Wallace has good news judgment, professional courage and INTEGRITY.","{1.9, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 2.2, 0, 2.333}",0.814,0.299,0.584,0.117,0
"Join us tomorrow, Sept 24, for a #ClimateWeekNYC event on the movement to build a zero-carbon world. Iâ€™ll join @TEDChris, @LeadersQuest's Lindsay Levin &amp; Changemaker #MelatiWijsen. Hosted by @joconfino. Register to attend: https://t.co/voVHnSLDOM  #JoinTheCountdown https://t.co/Rl9jC67ZoL","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.118,0.882,0,0
"With the climate crisis wreaking havoc, CA is once again stepping up its leadership. Kudos to @GavinNewsom for responding to this crisis and setting a zero-emission mandate for all new passenger vehicles by 2035. Clean technology is here. Letâ€™s use it. https://t.co/XhA7mMiryg","{0, 0, 0, -3.1, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0}",-0.796,0.109,0.672,0.22,0
"Join me and @ItsSaadAmer of @Plus1_Vote on Tuesday, 9/22 for a conversation about how voting can put climate action at the top of the political agenda â€“ and how you can help! Stream the event at 7 PM ET on https://t.co/MUBkY2M6GQ. https://t.co/yLjAVDA5XP","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.718,0.152,0.848,0,0
"The world has lost a pioneer in the fight for gender equality in Ruth Bader Ginsburg. Her brilliant legal mind underpinned her resolute and tireless commitment to equal justice for all Americans under the law. Thank you, RBG, for helping to build a more just &amp; democratic America.","{0, 0, 0, -1.3, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0.5, 0, 0, 0, 1.1, 0, 0, 1.6, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0}",0.904,0.292,0.629,0.079,0
"Parents &amp; teachers know that strong, scientifically sound climate science instruction will help kids navigate a warming world. Join @ClimateReality to demand that standards-based climate education be the norm in every Kâ€“12 classroom across the country. 
https://t.co/bHyqFB2McL https://t.co/y9H5oTiDlu","{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0.6, 0, 1.2, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.807,0.221,0.745,0.034,0
"As wildfires rage in the west, I know that we can save our planet. The solutions are within reach. Thatâ€™s why Iâ€™m taking part in @TEDCountdown - a free, live, global event to fight the climate crisis. Taking place on 10.10.20. Learn more: https://t.co/W1UdaziNlz #JoinTheCountdown","{0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0.7, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, -1.6, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0}",-0.459,0.161,0.66,0.179,0
"This image from @NOAAâ€™s DSCOVR satellite powerfully illustrates the intensity of the #wildfires that millions of Americans are suffering from right now. The smoke is so thick that its visible from more than 1 million miles away from Earth. https://t.co/JKQ5Au1Isf","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0,0.926,0.074,0
"Join @TEDCountdown, @ClimateReality, and me this October for two days of virtual discussions about the future we want â€“ happening simultaneously around the globe. Book a presentation now: https://t.co/7BXgqAb4lN #24HoursofReality https://t.co/cX9awYU7TL","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.108,0.892,0,0
"It reached a record high of 121 degrees F in LA county over the weekend. Extreme heat is fueling a longer, more intense, and more destructive wildfire season in CA. This is what an unabated climate crisis looks like. https://t.co/eiTDDl1lGa","{0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.593, 0, 0, -3.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 1.5, 0}",-0.71,0.112,0.716,0.172,0
"We need policies that prepare us for disasters &amp; protect the most vulnerable among us. My heart goes out to those on the frontlines today. We have a lot of work ahead of us, but there is still hope. Please remember that the will to act is itself a renewable resource. 4/4","{0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0.8, 0, 0, -0.5965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.691,0.145,0.79,0.065,1
"We need a unified &amp; coherent vision for change. We cannot continue to stand by and watch these disasters unfold. We need to learn from Katrina, Sandy, &amp; now Laura, and demand better. We need leaders that listen to science. 3/4","{0, 0, 0, 1.6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5, 1.9, 0, 0, 0, 0, 0, 0, 0, 0}",0.34,0.154,0.741,0.105,0
"As #HurricaneLaura overwhelms the Gulf Coast, it's now painfully clear how supercharged these storms are by rising global temps. At the same time, we are fighting multiple interconnected crises - the pandemic, systemic racism &amp; voter suppression among them. 2/4","{0, 0, -0.8, 0, 0, 0, 0, 0, -2.4, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0}",-0.848,0.053,0.709,0.239,0
"15 years ago today, one million people in the Gulf region were displaced by Hurricane Katrina. 1,833 lives were lost, with 40 percent due to drowning. That day made painfully clear our reality: the climate crisis is on our doorstep. 1/4","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 1.6, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0}",-0.802,0.053,0.749,0.198,0
"Proud to stand alongside my friend and climate champion @EdMarkey for re-election! https://t.co/NBsoRtg2tg","{2.1, 0, 0, 0, 0, 2.2, 0, 0, 2.9, 0, 0, 0, 0}",0.888,0.512,0.488,0,0
".@JoeBiden has selected an extraordinary running mate in @kamalaharris! Kamala has made climate and environmental justice a top priority in her career in public service, and I know she will continue to be a strong advocate in the White House. #BidenHarris2020","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0}",0.831,0.188,0.812,0,0
"Koni was a great father, a great teacher, a great scientist, a great friend, and a truly great man. 2/2","{0, 0, 0, 3.1, 0, 0, 3.1, 0, 0, 3.1, 0, 0, 3.1, 2.2, 0, 0, 1.9, 3.1, 0, 0}",0.981,0.672,0.328,0,0
"I am deeply saddened to learn of Koni Steffenâ€™s tragic death in a crevasse near Swiss Camp, on the top of Greenland. I send my love to his family. Koni's renowned work as a glaciologist has been instrumental in the worldâ€™s deepened understanding of the climate crisis. 1/2","{0, 0, 0, -2.693, 0, 0, 0, 0, 0, -2, -2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0}",-0.866,0.096,0.67,0.234,0
"An exceedingly talented and effective officer, public servant, and source of broad-minded counsel. He lived a very full life of honorable service to the American nation. 2/2","{0, 0, 2.3, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 0, 0}",0.872,0.292,0.708,0,0
"Brent Scowcroft was American oak. Upright. Grounded in love of his country. Honest in his dealings. Open to facts. A person you might not necessarily agree with, but someone who was always ready to present his views with clarity and with respect for differing perspectives. 1/2","{0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.555, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 2.55, 0, 0, 3.15, 0, 0, 0, 0}",0.934,0.274,0.699,0.027,1
"Hurricanes and extreme weather fueled by the climate crisis are increasingly concerning. In a pandemic, it all takes an even heavier toll, especially on our frontline communities.
https://t.co/es7VYQugTO","{0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.625,0,0.868,0.132,0
".@climatereality leader @Jamie_Margolin is part of the youth that are leading us in the fight against the climate crisis. Her wonderful new book, #youthtopower is a guide for anyone at any age on how to fight for what you believe in. I highly recommend! https://t.co/fZyWurvkl4","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, -3.1, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 1.793, 0}",-0.476,0.116,0.713,0.171,0
"In exactly 100 days, President Trump can officially withdraw the U.S. from the #ParisAgreement. Thatâ€™s the day AFTER the election - and a new President can get us right back in with 30 days notice. Elections matter! Please register to vote. 
https://t.co/T2jY8qosD7","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 1.3, 0, 0, 0, 0}",0.4,0.085,0.915,0,0
"John Lewis knew that racial justice is linked to environmental justice. In his lifelong fight for equality, he fought to protect Black, Brown, Indigenous &amp; low-income Americans from pollution. A powerful telling of his environmental legacy via @EJinAction. https://t.co/MKWKkP8DCd","{0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 2.4, 0, 0, 0, -1.6, 0, 0, 0, -1.3, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0}",0.807,0.244,0.659,0.098,0
"Without urgent action now, we may be barreling toward what was previously considered the worst case scenario for global warming. This alarming study sheds new light on how grave a danger our planet is in. https://t.co/6ayBVm1Lf0","{0, -0.592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0.6, 0, -0.5, 0, 0, 0, 0, 0, 0, -1.6, 0, -2.4, 0, 0, 0, 0, 0}",-0.891,0.036,0.67,0.295,0
"Rest in power, @repjohnlewis. 
https://t.co/9XPxXDcSaX https://t.co/ODP4hvuc6i","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"To #ActOnClimate, we need to know exactly where pollution is coming from. @ClimateTRACE will give business, policy, and citizen leaders a cutting-edge tool to realize the economic and job-creation opportunities of the Sustainability Revolution.
https://t.co/nk93BuohSx","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0}",0.382,0.071,0.929,0,0
"Proud to introduce @ClimateTRACE! A new coalition using AI, satellites, machine learning, &amp; other tech to build the worldâ€™s first tool to trace all human-caused pollution to the source in real time. Hereâ€™s my @Medium post w/ Gavin McCormick from @WattTime.
https://t.co/RTmSsJ8kg1","{2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.525,0.076,0.924,0,0
"Tune in for a @campusparty panel featuring @timberners_lee, @vgcerf, and myself, moderated by @Pogue! We will be discussing the future of the internet, in a post-COVID-19 world. We will go live tomorrow, on 7/10 at 10 AM CST. #cpde
Link: https://t.co/tIIkGXd7Sn https://t.co/kDL9KpjOJJ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Generationâ€™s new Sustainability Trends Report reveals our once in a generation obligation to rethink, reset &amp; redesign a #sustainablerecovery. Governments, businesses &amp; investors face critical decisions as the world recovers and seeks to build back better. https://t.co/SETc1ekV4O","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0}",0.153,0.072,0.871,0.057,0
"A second big win for climate in less than a day! We are making progress! #DAPL https://t.co/AoLKhsTBq3","{0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0}",0.801,0.324,0.676,0,0
"https://t.co/164X3WoLlG","{0}",0,0,1,0,0
"Todayâ€™s victory against the Atlantic Coast Pipeline is testament to the power of frontline communities. I was proud to stand alongside @RevDrBarber, my daughter @KarennaGore, &amp; courageous leaders in Union Hill, VA in this fight. Here's our joint statement. https://t.co/HpFilHRxDq","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0}",0.599,0.141,0.803,0.056,0
